salesperson_sk,salesperson_id,salesperson_name,salesperson_role
1885,SP01885,Daniel Greene,Senior Salesperson
1886,SP01886,Brittney Gallagher,Salesperson
1887,SP01887,Luis Ross,Senior Salesperson
1888,SP01888,Mark Rogers,Sales Associate
1889,SP01889,Jessica Cunningham,Sales Associate
1890,SP01890,Sherry Rogers,Senior Salesperson
1891,SP01891,Christina Johnston,Sales Associate
1892,SP01892,Elizabeth Mcdonald,Manager
1893,SP01893,Tina Good,Sales Associate
1894,SP01894,Kathleen Wilson,Manager
1895,SP01895,Sophia Huynh,Senior Salesperson
1896,SP01896,Meghan Hernandez,Sales Associate
1897,SP01897,Gregory Harrison,Salesperson
1898,SP01898,Howard Caldwell,Sales Associate
1899,SP01899,Daniel Sexton,Salesperson
1900,SP01900,Laura Byrd,Manager
1901,SP01901,Gregory Chavez,Senior Salesperson
1902,SP01902,Hailey Goodman,Salesperson
1903,SP01903,Jamie Taylor,Sales Associate
1904,SP01904,Logan Anderson,Manager
1905,SP01905,Anthony Perez,Salesperson
1906,SP01906,James Adkins,Manager
1907,SP01907,John Hernandez,Senior Salesperson
1908,SP01908,Faith Haney,Sales Associate
1909,SP01909,Valerie Bird,Senior Salesperson
1910,SP01910,Chelsea Murphy,Sales Associate
1911,SP01911,Nicole Martin,Sales Associate
1912,SP01912,Patricia Goodwin,Salesperson
1913,SP01913,Christopher Wilson,Sales Associate
1914,SP01914,Aaron Lopez,Senior Salesperson
1915,SP01915,Robert Davis,Sales Associate
1916,SP01916,Sarah Pratt,Salesperson
1917,SP01917,Amanda Johnson,Manager
1918,SP01918,Matthew Brown,Sales Associate
1919,SP01919,Bill Khan,Salesperson
1920,SP01920,Jessica Leblanc,Sales Associate
1921,SP01921,Rhonda Jones,Manager
1922,SP01922,Priscilla Nelson,Salesperson
1923,SP01923,Robert Singleton,Sales Associate
1924,SP01924,Jodi Glover,Manager
1925,SP01925,Gloria Dominguez,Salesperson
1926,SP01926,Mason Austin,Manager
1927,SP01927,Stacy Anderson,Sales Associate
1928,SP01928,Barry Rodriguez,Manager
1929,SP01929,Anna Trevino,Manager
1930,SP01930,April Burns,Senior Salesperson
1931,SP01931,Maria Bradford,Sales Associate
1932,SP01932,Stephanie Vega,Senior Salesperson
1933,SP01933,Donald Sullivan,Sales Associate
1934,SP01934,Nicole Simpson,Salesperson
1935,SP01935,Jeffrey Simpson,Sales Associate
1936,SP01936,Devon Jackson,Sales Associate
1937,SP01937,Rachel Johnson,Sales Associate
1938,SP01938,Dana Gonzalez,Manager
1939,SP01939,Sherri Roberts,Salesperson
1940,SP01940,Jennifer Ware,Senior Salesperson
1941,SP01941,Heather Finley,Sales Associate
1942,SP01942,Steven Gutierrez,Sales Associate
1943,SP01943,Jennifer Lopez,Salesperson
1944,SP01944,Abigail Williams,Manager
1945,SP01945,Katelyn Harrison,Senior Salesperson
1946,SP01946,James Shepherd,Salesperson
1947,SP01947,Janice Soto,Sales Associate
1948,SP01948,Jasmine Grant,Manager
1949,SP01949,Alexander Mayer,Salesperson
1950,SP01950,Gerald Sanchez,Senior Salesperson
1951,SP01951,Courtney Ford,Manager
1952,SP01952,Cynthia Johnson,Salesperson
1953,SP01953,Vanessa West,Salesperson
1954,SP01954,Samuel Johnson,Senior Salesperson
1955,SP01955,Dustin Gomez,Senior Salesperson
1956,SP01956,Holly Gonzales,Manager
1957,SP01957,Keith Rose,Sales Associate
1958,SP01958,Robert Smith,Manager
1959,SP01959,Jamie Bailey,Salesperson
1960,SP01960,April Fuentes,Sales Associate
1961,SP01961,Cory Irwin,Salesperson
1962,SP01962,Barry Castaneda,Manager
1963,SP01963,Brandon Skinner,Sales Associate
1964,SP01964,Sharon Day,Sales Associate
1965,SP01965,Brian Phillips,Salesperson
1966,SP01966,Tom Jimenez,Salesperson
1967,SP01967,Belinda Wagner,Senior Salesperson
1968,SP01968,Lisa Gallagher,Senior Salesperson
1969,SP01969,Patrick Reid,Salesperson
1970,SP01970,Christine King,Senior Salesperson
1971,SP01971,Scott Schaefer,Sales Associate
1972,SP01972,Kevin Jordan,Senior Salesperson
1973,SP01973,Alexis Holt,Manager
1974,SP01974,George Gaines,Senior Salesperson
1975,SP01975,Mary Bell,Manager
1976,SP01976,Veronica Howe,Sales Associate
1977,SP01977,Stephanie Butler,Senior Salesperson
1978,SP01978,Morgan Brown,Sales Associate
1979,SP01979,Todd Reid,Manager
1980,SP01980,Willie Montoya,Manager
1981,SP01981,Rachel Mitchell,Manager
1982,SP01982,Whitney Schroeder,Senior Salesperson
1983,SP01983,Bryan Thompson,Manager
1984,SP01984,Jessica Obrien,Manager
1985,SP01985,Leah Craig,Sales Associate
1986,SP01986,Geoffrey Allen,Manager
1987,SP01987,Robert Kelly,Sales Associate
1988,SP01988,Samantha Stephens,Sales Associate
1989,SP01989,Robert Cooper,Sales Associate
1990,SP01990,Mariah Brown,Salesperson
1991,SP01991,David Humphrey,Manager
1992,SP01992,Sandra Nelson,Senior Salesperson
1993,SP01993,Jeffrey Barnett,Salesperson
1994,SP01994,Erica Russell,Sales Associate
1995,SP01995,Jill Mccarthy,Salesperson
1996,SP01996,Carla Ramsey,Sales Associate
1997,SP01997,Kimberly Brown,Senior Salesperson
1998,SP01998,Elizabeth Greene,Salesperson
1999,SP01999,Susan Garcia,Sales Associate
2000,SP02000,Andrew Fox,Salesperson
